,RespId,weight,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q31,Q32,Q33,ppage,educ,race,gender,income_cat,voter_category
2733,473660,1.0609,1,1,2,2,1,1,1,2,1,3,3,3,3,4,4,2,4,1,2,2,2,3,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,,2,3,3,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,75,High school or less,Hispanic,Female,Less than $40k,always
2734,473661,1.48,2,3,2,3,1,2,2,1,2,2,2,2,3,2,2,2,2,3,3,2,3,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,3,,3,1,2,2,2,1,2,2,2,2,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,,,2.0,47,High school or less,Other/Mixed,Female,$40-75k,rarely/never
2735,473663,1.7201,1,1,1,4,1,4,2,1,1,1,4,3,1,4,4,4,1,3,2,2,4,1,1,4,1,4,3,3,3,4,4,3,4,2,3,2,2,3,2,2,2,2,2,2,1,1,2,2,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,,2,1,2,3,2,2,2,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,,,-1.0,29,High school or less,Black,Female,Less than $40k,rarely/never
2736,473664,0.7887,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,1,1,1,1,1,1,3,1,4,2,2,1,2,2,2,2,1,2,4,4,4,2,2,2,2,2,2,2,2,2,2,5,1,1,3,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,,2,1,3,1,1,1,1,1,1,1,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,62,College,Other/Mixed,Female,$125k or more,sporadic
2737,473665,0.9995,2,2,2,1,1,1,2,1,1,2,2,1,2,1,3,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,3,4.0,3,1,1,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3,,,1.0,61,High school or less,White,Female,Less than $40k,rarely/never
2738,473666,1.2225,1,2,1,4,1,3,3,1,1,2,1,1,3,2,2,1,1,1,2,1,3,1,1,2,1,2,2,2,1,3,1,3,1,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,,2,3,2,1,1,1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,,,,,,,,,,,3,,,2.0,37,College,White,Female,$75-125k,sporadic
2739,473668,1.0749,4,4,4,4,1,4,2,4,4,4,2,2,3,2,3,3,3,3,3,2,2,2,2,2,1,3,4,4,3,-1,3,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,4,-1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,3,3,4,2,1,1,1,1,1,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2,,2.0,,34,Some college,White,Male,$40-75k,sporadic
2740,473669,1.2294,2,2,3,1,1,1,2,2,1,2,1,1,1,1,1,2,2,3,2,4,2,2,1,4,1,2,4,2,1,3,2,3,2,2,4,2,2,4,2,2,2,2,2,2,1,2,2,2,3,3,1,2,1,3,4,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,1,1,-1,-1,-1,-1,2,2,4.0,1,2,4,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,5,,,1.0,43,High school or less,White,Female,Less than $40k,rarely/never
2741,473671,1.7165,1,2,1,2,1,4,1,1,1,2,4,4,1,2,3,3,2,2,2,2,4,1,1,2,1,1,2,2,2,2,3,3,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,52,High school or less,White,Female,$125k or more,sporadic
2742,473673,0.7349,1,1,2,3,1,1,2,1,1,1,1,1,2,4,2,1,1,1,1,3,1,2,1,2,2,3,2,1,1,2,2,1,2,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,,2,1,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,63,College,White,Female,$40-75k,always
2743,473674,1.4447,4,3,3,4,3,3,1,1,4,4,2,4,2,2,2,2,3,3,2,3,3,2,2,4,1,3,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,1,-1,-1,2,2,6.0,3,3,4,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,,,1.0,37,High school or less,White,Female,$40-75k,rarely/never
2744,473675,1.3447,1,3,1,1,1,1,1,2,1,3,2,1,1,2,2,4,3,2,3,3,3,2,1,3,1,2,2,3,3,3,3,3,2,2,2,3,1,1,2,1,2,2,2,1,1,2,1,2,1,5,3,1,3,3,1,2,2,2,2,2,2,2,1,2,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,,1,2,2,1,2,1,2,1,2,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,33,Some college,White,Female,$40-75k,rarely/never
2745,473678,1.1668,1,2,2,2,2,1,1,1,1,4,1,3,3,2,2,2,4,3,3,4,4,3,1,3,1,4,4,2,2,2,3,3,2,2,2,3,3,4,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,3,,2,3,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,5,,,1.0,47,High school or less,White,Female,Less than $40k,always
2746,473679,0.3323,1,2,1,2,1,2,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,3,1,2,4,2,2,2,2,3,2,2,2,3,3,4,2,1,2,2,2,2,2,2,1,2,5,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,3,,,2.0,66,College,Hispanic,Male,$125k or more,sporadic
2747,473680,1.3403,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,1,1,2,2,4,2,2,1,3,1,1,3,2,1,3,3,4,1,2,2,3,3,4,2,1,2,2,2,2,2,2,1,2,1,4,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,,1,1,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,57,Some college,White,Female,$75-125k,sporadic
2748,473683,0.9742,1,3,2,1,2,2,1,2,1,3,2,3,4,1,4,2,1,1,2,3,3,1,1,3,1,1,3,4,3,4,3,4,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,5,3,1,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,,1,1,2,1,1,1,2,1,2,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,75,High school or less,White,Female,Less than $40k,sporadic
2749,473684,1.2471,1,1,1,4,1,4,4,1,4,1,1,1,4,4,1,1,4,4,4,4,4,4,1,3,1,4,1,1,1,4,1,2,1,4,2,1,2,4,2,2,2,2,1,2,1,2,2,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,40,College,White,Male,$125k or more,rarely/never
2750,473685,1.3763,1,3,2,3,1,2,2,2,2,3,2,3,-1,2,3,2,2,3,3,3,3,4,1,3,2,2,3,2,3,3,3,3,2,2,1,4,3,4,2,2,2,2,2,1,2,2,2,2,1,4,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,1,-1,-1,-1,2,3,7.0,1,3,2,3,2,2,2,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2.0,,,34,High school or less,Other/Mixed,Male,Less than $40k,rarely/never
2751,473686,0.6496,2,1,4,1,3,2,1,1,3,4,4,4,1,1,1,2,3,3,2,4,4,1,1,3,1,1,4,1,3,2,1,4,2,1,1,3,1,4,2,2,2,2,2,2,2,2,1,2,1,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,3,,1,1,2,3,2,2,2,1,2,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,2.0,,,39,College,Hispanic,Female,$75-125k,rarely/never
2752,473687,1.1668,1,2,1,1,1,1,1,2,1,2,2,2,2,2,3,2,2,1,1,3,4,2,2,4,1,2,2,2,2,3,3,2,2,2,1,3,4,3,2,2,2,2,1,2,2,2,1,2,-1,-1,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,,3,3,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,5,,,-1.0,58,High school or less,White,Female,Less than $40k,sporadic
2753,483949,0.6823,1,1,2,3,1,2,2,1,3,1,1,1,2,2,1,1,1,3,2,2,2,4,1,3,1,4,4,2,1,2,2,2,2,1,1,3,4,4,2,2,2,2,2,2,1,2,2,2,4,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,-1,-1,1,1,1,-1,1,1,,2,3,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,38,College,Black,Male,$125k or more,sporadic
2754,473688,0.8192,1,1,1,1,1,1,1,2,1,2,4,1,4,1,3,3,1,1,1,1,2,2,1,1,1,1,4,1,2,3,3,4,1,3,-1,2,1,4,2,2,2,2,2,2,1,2,2,2,1,3,1,1,4,4,-1,2,2,2,2,2,2,2,2,1,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,69,College,White,Male,$40-75k,sporadic
2755,473689,1.541,2,2,2,3,2,2,1,1,4,2,3,4,2,1,1,2,1,1,1,1,1,1,2,4,1,3,4,4,2,4,3,4,3,3,1,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,3,,1,1,3,3,2,2,2,2,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,,,1.0,36,Some college,White,Female,$40-75k,rarely/never
2756,473690,0.7852,1,3,1,1,1,-1,1,1,1,3,2,4,2,1,2,1,1,1,1,2,1,1,1,3,1,1,3,2,2,3,2,4,1,2,1,2,3,2,2,2,1,2,2,2,2,2,1,2,1,5,1,2,4,4,3,2,2,2,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,2,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,5,,,1.0,68,College,White,Female,$40-75k,always
2757,473692,0.9673,1,2,1,1,1,1,2,2,1,3,4,4,4,1,1,2,4,4,4,4,4,4,1,4,1,1,3,2,2,2,2,4,1,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,73,High school or less,White,Female,Less than $40k,sporadic
2758,473693,0.9055,1,1,2,1,1,1,1,2,1,3,2,3,2,2,2,2,2,2,3,2,2,2,2,3,1,3,2,2,2,3,2,3,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,5,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,,3,3,3,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,5,,,2.0,68,High school or less,White,Male,$40-75k,always
2759,473695,0.5726,3,4,4,4,1,3,2,2,4,1,4,4,4,3,2,4,1,1,2,3,-1,1,1,2,1,4,3,3,1,2,3,2,2,1,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,,2,1,2,2,2,2,2,2,2,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,,1.0,,55,Some college,Black,Male,$75-125k,rarely/never
2760,473696,1.0468,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,4,1,1,1,2,3,1,1,3,2,1,2,2,4,3,3,4,1,3,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,5,3,2,2,4,4,2,2,2,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,,,,,,,,,,1,1.0,,,65,Some college,White,Female,$40-75k,sporadic
2761,473697,1.6547,1,1,2,2,1,1,1,1,1,2,3,4,2,1,1,4,1,1,1,1,4,3,2,3,2,3,4,2,2,4,2,4,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,42,Some college,White,Female,$125k or more,sporadic
2762,473698,1.0308,1,1,1,1,1,1,1,1,2,1,3,4,1,3,1,3,1,1,1,3,1,3,1,4,2,3,3,3,3,3,3,3,2,4,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,4,2,2,2,2,2,2,2,1,2,2,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,3,,,1.0,52,College,White,Male,$125k or more,sporadic
2763,473699,1.0749,1,1,1,4,1,4,3,2,4,1,2,1,4,1,1,2,1,2,2,3,2,3,1,3,1,4,4,4,1,3,3,4,3,3,2,1,4,4,2,1,2,2,1,2,2,2,2,2,5,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,4,,,2.0,30,Some college,White,Male,Less than $40k,always
2764,473700,1.1158,4,2,3,3,2,3,2,2,3,3,2,4,2,1,1,3,3,3,3,3,2,3,2,4,1,4,4,4,4,4,3,4,2,2,3,3,3,4,1,2,1,2,2,2,2,2,2,2,1,1,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,,3,1,4,4,2,2,2,2,2,2,,,,,,,,,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,5,,,1.0,41,High school or less,White,Male,Less than $40k,rarely/never
2765,473701,0.8489,1,3,2,2,3,1,1,1,1,3,4,4,1,1,2,4,2,2,2,4,2,1,1,3,2,2,4,3,3,4,3,4,1,2,1,4,4,4,2,2,2,2,1,2,2,2,2,2,1,3,1,3,2,3,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,,1,1,2,1,1,1,1,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,29,College,White,Male,$125k or more,sporadic
2766,473702,0.4685,2,2,1,2,2,2,1,2,2,2,3,3,2,2,2,3,1,1,1,2,2,2,2,4,2,2,4,3,2,4,4,3,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,,1,2,2,3,2,2,2,2,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2.0,,,63,Some college,Black,Male,$125k or more,rarely/never
2767,473703,0.9839,1,1,2,2,1,1,1,1,2,4,3,3,1,2,2,4,1,1,1,1,1,2,1,3,1,3,3,3,3,4,4,4,2,2,2,3,2,4,2,2,2,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,1,2,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,3,,,2.0,57,High school or less,Hispanic,Male,$125k or more,always
2768,473704,1.2225,1,1,2,2,1,1,1,1,2,2,3,4,2,2,3,3,2,1,1,2,3,3,1,3,2,2,2,2,2,2,1,3,1,2,1,3,4,3,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,38,College,White,Female,$75-125k,always
2769,473706,1.7797,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,4,1,3,3,2,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,,3,3,4,3,2,2,2,2,2,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,,,2.0,39,High school or less,Hispanic,Male,$125k or more,rarely/never
2770,473707,1.2907,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,2,1,2,2,4,4,1,1,2,1,1,4,2,2,2,2,4,2,1,2,2,4,3,2,2,2,2,2,2,1,2,2,2,1,5,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,,1,3,4,2,1,2,2,2,2,2,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1.0,,,34,High school or less,White,Male,$40-75k,sporadic
2771,473708,1.5029,3,3,2,3,4,2,1,2,1,4,1,1,4,2,2,1,4,3,2,3,2,2,1,3,1,4,3,2,1,3,3,2,3,1,3,3,4,3,2,2,2,2,2,2,2,2,2,2,3,1,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,,2,1,3,2,2,2,2,2,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,5,,,2.0,22,Some college,Black,Female,$125k or more,rarely/never
2772,473712,1.2687,1,2,1,2,1,1,2,1,4,2,3,4,1,1,1,3,2,2,2,2,3,2,1,3,2,2,4,3,2,4,3,4,1,1,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,5,2,1,1,2,4,2,2,2,2,2,2,1,2,2,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,,1,2,1,1,1,1,1,1,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,40,College,White,Male,$125k or more,rarely/never
2773,473713,1.1354,1,1,1,1,1,1,1,2,1,2,3,3,3,2,2,3,2,2,2,3,2,2,1,2,2,1,3,2,1,2,2,3,1,2,1,3,2,3,2,2,2,2,2,2,1,2,2,2,1,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,3,,,1.0,71,High school or less,White,Female,$75-125k,sporadic
2774,473714,0.991,2,2,2,2,1,2,2,2,2,2,3,3,2,3,2,3,1,2,3,2,2,3,1,2,1,2,3,2,3,3,2,2,2,2,1,3,3,4,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,,1,1,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,1.0,64,High school or less,White,Male,$40-75k,rarely/never
2775,473715,0.3936,1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,4,1,4,4,4,1,4,2,1,2,4,1,3,4,4,2,2,1,2,2,2,1,1,2,2,2,2,3,1,1,1,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,,2,1,1,1,1,1,2,1,1,1,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,68,Some college,Black,Male,Less than $40k,sporadic
2776,473716,0.5877,1,4,1,2,1,2,2,1,1,4,2,4,1,1,2,2,2,1,1,4,4,2,1,3,2,1,2,1,3,2,1,3,1,3,1,3,3,4,2,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,,1,1,2,1,2,1,2,2,2,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,58,Some college,Hispanic,Female,Less than $40k,rarely/never
2777,473717,0.9219,2,2,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2,3,3,1,1,3,1,2,3,2,1,2,1,3,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,,1,1,4,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,52,Some college,White,Male,Less than $40k,always
2778,473718,1.0718,1,1,3,4,1,3,2,1,4,3,2,4,2,2,2,2,1,1,1,1,1,1,1,3,1,4,3,2,2,3,2,3,2,1,2,4,4,4,2,2,2,2,2,2,1,2,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-1,1,1,1,-1,1,1,1,-1,-1,1,1,,2,2,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,42,Some college,Hispanic,Male,$125k or more,sporadic
2779,473719,1.1371,3,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4.0,2,1,4,4,2,-1,2,2,2,2,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,2.0,,,28,Some college,White,Female,$75-125k,rarely/never
